site,area,city,district,state,region,lat,lon,ne_count
NTC,Central,Aligarh,Aligarh,Uttar Pradesh,North,27.908426,78.088785,1
LTR,Central,Amravati,Amravati,Maharashtra,West,20.949728,77.777858,1
NKH,North,Kalyan,Thane,Maharashtra,West,19.248966,73.150292,1
RHF,North,Margao,South Goa,Goa,West,15.281765,74.001745,1
LOX,South,Dibrugarh,Dibrugarh,Assam,Northeast,27.455021,94.911452,1
OSS,Central,Aizawl,Aizawl,Mizoram,Northeast,23.736776,92.718042,1
WME,East,Kozhikode,Kozhikode,Kerala,South,11.260789,75.769795,1
YGS,South,Junagadh,Junagadh,Gujarat,West,21.503431,70.459083,1
EVZ,Salt Lake,Kolkata,Kolkata,West Bengal,East,22.584034,88.372556,1
UNM,RS Puram,Coimbatore,Coimbatore,Tamil Nadu,South,11.028652,76.9551,1
PYH,North,Loni,Ghaziabad,Uttar Pradesh,North,28.739808,77.304168,1
ZCG,North,Karnal,Karnal,Haryana,North,29.684088,77.00365,1
QRI,Tonk Road,Jaipur,Jaipur,Rajasthan,North,26.899429,75.789176,1
MLY,West,Kanpur,Kanpur Nagar,Uttar Pradesh,North,26.452385,80.318097,1
QQW,Central,Jalandhar,Jalandhar,Punjab,North,31.335258,75.578197,1
IBI,South,Karnal,Karnal,Haryana,North,29.66791,76.990915,1
YSH,Sadar,Nagpur,Nagpur,Maharashtra,West,21.155689,79.087693,1
JOU,South,Dehradun,Dehradun,Uttarakhand,North,30.301002,78.043673,1
UKQ,Central,Dhule,Dhule,Maharashtra,West,20.916962,74.775207,1
YDY,North,Nellore,Nellore,Andhra Pradesh,South,14.443747,79.999737,1
MSJ,South,Agartala,West Tripura,Tripura,Northeast,23.815203,91.287409,1
ACK,East,Durgapur,Paschim Bardhaman,West Bengal,East,23.521519,87.302359,1
CCG,East,Durgapur,Paschim Bardhaman,West Bengal,East,23.521726,87.300058,1
PWF,North,Durgapur,Paschim Bardhaman,West Bengal,East,23.522351,87.326738,1
MKQ,Central,Ajmer,Ajmer,Rajasthan,North,26.458982,74.639268,1
GIJ,Bodakdev,Ahmedabad,Ahmedabad,Gujarat,West,23.005808,72.5712,1
VOC,Central,Dibrugarh,Dibrugarh,Assam,Northeast,27.484191,94.913267,1
NWE,Palayamkottai,Tirunelveli,Tirunelveli,Tamil Nadu,South,8.696967,77.757937,1
VMW,Bunder,Mangalore,Dakshina Kannada,Karnataka,South,12.924513,74.841774,1
SFC,East,Kadapa,YSR Kadapa,Andhra Pradesh,South,14.469074,78.81237,1
ACG,North,Rajahmundry,East Godavari,Andhra Pradesh,South,17.000033,81.819866,1
CSY,North,Gaya,Gaya,Bihar,East,24.791585,85.014537,1
WPU,North,Gangtok,East Sikkim,Sikkim,Northeast,27.337205,88.620448,1
BGO,North,Kamarhati,North 24 Parganas,West Bengal,East,22.669205,88.385749,1
RCI,Central,Loni,Ghaziabad,Uttar Pradesh,North,28.751211,77.288449,1
XZS,East,Kalyan,Thane,Maharashtra,West,19.235604,73.129681,1
SEO,Central,Anand,Anand,Gujarat,West,22.574818,72.929678,1
CRS,East,Dhanbad,Dhanbad,Jharkhand,East,23.787444,86.422116,1
TTN,Central,Howrah,Howrah,West Bengal,East,22.608313,88.264751,1
VTC,East,Loni,Ghaziabad,Uttar Pradesh,North,28.739469,77.27861,1
WNT,North,Durgapur,Paschim Bardhaman,West Bengal,East,23.520845,87.325864,1
IDR,North,Gwalior,Gwalior,Madhya Pradesh,Central,26.222325,78.196779,1
XUR,North,Bhilwara,Bhilwara,Rajasthan,North,25.345018,74.649168,1
KTC,East,Anand,Anand,Gujarat,West,22.564571,72.919324,1
SEI,North,Gandhinagar,Gandhinagar,Gujarat,West,23.218366,72.652199,1
GLB,East,Kohima,Kohima,Nagaland,Northeast,25.676442,94.09967,1
TLJ,Vesu,Surat,Surat,Gujarat,West,21.176514,72.845195,1
MDX,North,Karaikudi,Sivaganga,Tamil Nadu,South,10.070382,78.788047,1
DLC,North,Dhanbad,Dhanbad,Jharkhand,East,23.800771,86.444565,1
CBI,West,Raipur,Raipur,Chhattisgarh,Central,21.25391,81.61554,1
THP,Central,Durgapur,Paschim Bardhaman,West Bengal,East,23.530296,87.313468,1
MLO,North,Aligarh,Aligarh,Uttar Pradesh,North,27.896132,78.101314,1
XBM,Airoli,Navi Mumbai,Thane,Maharashtra,West,19.040502,73.014662,1
XXK,Pratap Nagar,Nagpur,Nagpur,Maharashtra,West,21.156276,79.072738,1
GOL,Varachha,Surat,Surat,Gujarat,West,21.179054,72.813948,1
BXJ,South,Anantapur,Anantapur,Andhra Pradesh,South,14.663043,77.602577,1
XKP,East,Kolhapur,Kolhapur,Maharashtra,West,16.705227,74.232708,1
SWJ,North,Kohima,Kohima,Nagaland,Northeast,25.675438,94.124778,1
SXZ,Vijayanagar,Mysuru,Mysuru,Karnataka,South,12.279381,76.638815,1
DPC,East,Srinagar,Srinagar,Jammu and Kashmir,North,34.0754,74.791571,1
RPR,South,Dhule,Dhule,Maharashtra,West,20.884993,74.774492,1
LRM,North,Thrissur,Thrissur,Kerala,South,10.529345,76.228098,1
AKF,North,Hubli,Dharwad,Karnataka,South,15.36385,75.137314,1
SYB,North,Durgapur,Paschim Bardhaman,West Bengal,East,23.519226,87.32759,1
TMA,East,Bilaspur,Bilaspur,Chhattisgarh,Central,22.080801,82.12994,1
MOG,Central,Akbarpur,Ambedkar Nagar,Uttar Pradesh,North,26.438082,82.536665,1
ECN,South,Silchar,Cachar,Assam,Northeast,24.816238,92.778009,1
BQT,Central,Allahabad,Prayagraj,Uttar Pradesh,North,25.446998,81.845312,1
OBH,Gokulam,Mysuru,Mysuru,Karnataka,South,12.29694,76.653678,1
NAZ,East,Bhuj,Kutch,Gujarat,West,23.254823,69.658623,1
XFE,North,Aurangabad,Aurangabad,Maharashtra,West,19.880642,75.356495,1
WNF,East,Belgaum,Belgaum,Karnataka,South,15.848292,74.487697,1
WOK,Central,Loni,Ghaziabad,Uttar Pradesh,North,28.75161,77.28769,1
HOM,South,Warangal,Warangal Urban,Telangana,South,17.952746,79.592688,1
YTH,Goripalayam,Madurai,Madurai,Tamil Nadu,South,9.918199,78.134045,1
GBC,Central,Malegaon,Nashik,Maharashtra,West,20.567149,74.527235,1
FMD,Sector 137,Noida,Gautam Buddha Nagar,Uttar Pradesh,North,28.529289,77.37838,1
DWK,East,Jalandhar,Jalandhar,Punjab,North,31.32765,75.564744,1
ZUU,GS Road,Guwahati,Kamrup Metro,Assam,Northeast,26.13583,91.753147,1
FAF,Central,Howrah,Howrah,West Bengal,East,22.606222,88.26164,1
CSR,South,Korba,Korba,Chhattisgarh,Central,22.341672,82.750103,1
OSV,Central,Ambala,Ambala,Haryana,North,30.390291,76.775339,1
AKZ,Central,Jamnagar,Jamnagar,Gujarat,West,22.479701,70.057724,1
UWP,Crawford,Tiruchirappalli,Tiruchirappalli,Tamil Nadu,South,10.792204,78.694404,1
MXZ,South,Kollam,Kollam,Kerala,South,8.873921,76.615597,1
DVQ,East,Siliguri,Darjeeling,West Bengal,East,26.728677,88.383326,1
QCO,East,Jhansi,Jhansi,Uttar Pradesh,North,25.449072,78.557853,1
OCP,Officer's Line,Vellore,Vellore,Tamil Nadu,South,12.897853,79.134434,1
SCY,East,Bareilly,Bareilly,Uttar Pradesh,North,28.366786,79.419844,1
ICR,East,Gorakhpur,Gorakhpur,Uttar Pradesh,North,26.759929,83.361879,1
GDA,Central,Durgapur,Paschim Bardhaman,West Bengal,East,23.53257,87.310673,1
GLQ,Central,Itanagar,Papum Pare,Arunachal Pradesh,Northeast,27.114753,93.605743,1
SRZ,South,Malegaon,Nashik,Maharashtra,West,20.538564,74.528005,1
EBW,North,Kamarhati,North 24 Parganas,West Bengal,East,22.67117,88.383425,1
UNR,Sector 21,Faridabad,Faridabad,Haryana,North,28.414139,77.32961,1
FID,Central,Amravati,Amravati,Maharashtra,West,20.948333,77.780918,1
UBE,North,Rohtak,Rohtak,Haryana,North,28.894687,76.620656,1
SNP,Technopark,Thiruvananthapuram,Thiruvananthapuram,Kerala,South,8.532063,76.920609,1
FSJ,Central,Durgapur,Paschim Bardhaman,West Bengal,East,23.531167,87.311221,1
RUM,North,Agartala,West Tripura,Tripura,Northeast,23.832093,91.301618,1
TNC,South,Durgapur,Paschim Bardhaman,West Bengal,East,23.503981,87.311823,1
MYG,North,Solapur,Solapur,Maharashtra,West,17.66036,75.92029,1
NMW,Malviya Nagar,Jaipur,Jaipur,Rajasthan,North,26.921009,75.796298,1
XFO,Central,Solapur,Solapur,Maharashtra,West,17.672659,75.905972,1
AZZ,Central,Gaya,Gaya,Bihar,East,24.804047,84.999371,1
OOT,East,Aizawl,Aizawl,Mizoram,Northeast,23.725274,92.708645,1
MNL,North,Durgapur,Paschim Bardhaman,West Bengal,East,23.521628,87.324851,1
GLX,East,Meerut,Meerut,Uttar Pradesh,North,28.974138,77.700189,1
GFR,South,Bhilwara,Bhilwara,Rajasthan,North,25.329746,74.638038,1
KAF,North,Nadiad,Kheda,Gujarat,West,22.693881,72.878495,1
DER,East,Aizawl,Aizawl,Mizoram,Northeast,23.725772,92.707262,1
GDH,Sector 21,Faridabad,Faridabad,Haryana,North,28.415051,77.330116,1
ZME,South,Mathura,Mathura,Uttar Pradesh,North,27.476147,77.672815,1
SGU,Central,Bhilwara,Bhilwara,Rajasthan,North,25.355491,74.637181,1
MND,East,Bhiwandi,Thane,Maharashtra,West,19.300431,73.050837,1
BOX,Pratap Nagar,Nagpur,Nagpur,Maharashtra,West,21.153635,79.071155,1
PCG,East,Gwalior,Gwalior,Madhya Pradesh,Central,26.210315,78.176736,1
SEX,Greater Noida,Noida,Gautam Buddha Nagar,Uttar Pradesh,North,28.526401,77.406523,1
NTP,East,Durgapur,Paschim Bardhaman,West Bengal,East,23.519282,87.301633,1
HSI,MG Road,Kochi,Ernakulam,Kerala,South,9.942001,76.266318,1
BNR,Race Course,Coimbatore,Coimbatore,Tamil Nadu,South,11.008331,76.944239,1
OLO,South,Bhiwandi,Thane,Maharashtra,West,19.280278,73.062294,1
MCR,East,Kohima,Kohima,Nagaland,Northeast,25.675348,94.098867,1
QPO,East,Rajahmundry,East Godavari,Andhra Pradesh,South,17.001397,81.792115,1
ZHP,Bairagarh,Bhopal,Bhopal,Madhya Pradesh,Central,23.251453,77.399237,1
BBI,North,Anantapur,Anantapur,Andhra Pradesh,South,14.680413,77.61321,1
EHB,East,Thrissur,Thrissur,Kerala,South,10.527101,76.205509,1
HGM,South,Jabalpur,Jabalpur,Madhya Pradesh,Central,23.168728,79.996365,1
FAU,East,Jalandhar,Jalandhar,Punjab,North,31.326374,75.565069,1
NRS,Central,Jhansi,Jhansi,Uttar Pradesh,North,25.459087,78.568773,1
JRW,North,Loni,Ghaziabad,Uttar Pradesh,North,28.742396,77.304607,1
CIP,Jagatpura,Jaipur,Jaipur,Rajasthan,North,26.910537,75.774538,1
XHK,Karungalpalayam,Erode,Erode,Tamil Nadu,South,11.342467,77.706447,1
TXZ,North,Kanpur,Kanpur Nagar,Uttar Pradesh,North,26.455746,80.344487,1
RYM,Central,Korba,Korba,Chhattisgarh,Central,22.371452,82.749966,1
OUD,South,Brahmapur,Ganjam,Odisha,East,19.296173,84.792827,1
GLT,South,Loni,Ghaziabad,Uttar Pradesh,North,28.722412,77.287068,1
OKD,South,Durgapur,Paschim Bardhaman,West Bengal,East,23.504304,87.313255,1
NRR,Srirangam,Tiruchirappalli,Tiruchirappalli,Tamil Nadu,South,10.789846,78.719044,1
LSQ,East,Kalyan,Thane,Maharashtra,West,19.234166,73.128746,1
UPG,Sector 35,Chandigarh,Chandigarh,Chandigarh,North,30.742261,76.792467,1
AGE,Danapur,Patna,Patna,Bihar,East,25.601699,85.121978,1
JEK,GS Road,Guwahati,Kamrup Metro,Assam,Northeast,26.137215,91.751632,1
MWE,Central,Margao,South Goa,Goa,West,15.29235,73.98804,1
AYD,East,Ulhasnagar,Thane,Maharashtra,West,19.22097,73.153817,1
TOO,Central,Kozhikode,Kozhikode,Kerala,South,11.26772,75.778402,1
NBB,North,Panipat,Panipat,Haryana,North,29.389955,76.97899,1
QTB,East,Pathankot,Pathankot,Punjab,North,32.274382,75.642385,1
RAS,Manpada,Thane,Thane,Maharashtra,West,19.212928,72.967586,1
GKK,North,Dibrugarh,Dibrugarh,Assam,Northeast,27.471267,94.925457,1
NUG,North,Bhagalpur,Bhagalpur,Bihar,East,25.242645,86.999177,1
BHQ,South,Jalandhar,Jalandhar,Punjab,North,31.30942,75.57806,1
TOK,South,Davanagere,Davanagere,Karnataka,South,14.445928,75.92325,1
NCP,East,Hubli,Dharwad,Karnataka,South,15.364907,75.111805,1
PHD,North,Durgapur,Paschim Bardhaman,West Bengal,East,23.520738,87.326387,1
IAT,East,Mysore,Mysuru,Karnataka,South,12.294977,76.627021,1
TSJ,Central,Agartala,West Tripura,Tripura,Northeast,23.842546,91.285614,1
BBH,North,Bikaner,Bikaner,Rajasthan,North,28.024588,73.328005,1
GES,South,Loni,Ghaziabad,Uttar Pradesh,North,28.722086,77.290506,1
SHN,North,Sangli,Sangli,Maharashtra,West,16.854052,74.597167,1
KLL,Central,Aurangabad,Aurangabad,Maharashtra,West,19.886675,75.341907,1
JET,South,Karnal,Karnal,Haryana,North,29.668507,76.990118,1
ACA,North,Aurangabad,Aurangabad,Maharashtra,West,19.879281,75.356239,1
GVN,East,Bathinda,Bathinda,Punjab,North,30.212395,74.935906,1
RFP,North,Karaikudi,Sivaganga,Tamil Nadu,South,10.071697,78.788916,1
EVE,South,Panaji,North Goa,Goa,West,15.470931,73.825858,1
LTJ,South,Gwalior,Gwalior,Madhya Pradesh,Central,26.20332,78.194037,1
GCM,South,Ratnagiri,Ratnagiri,Maharashtra,West,16.975573,73.299264,1
VOB,Central,Bhiwandi,Thane,Maharashtra,West,19.311034,73.064794,1
FCB,East,Jalandhar,Jalandhar,Punjab,North,31.325128,75.565258,1
KWF,North,Kolhapur,Kolhapur,Maharashtra,West,16.706228,74.256527,1
FRV,North,Kurnool,Kurnool,Andhra Pradesh,South,15.826982,78.053364,1
COA,City Light,Surat,Surat,Gujarat,West,21.159775,72.845411,1
ETC,East,Durgapur,Paschim Bardhaman,West Bengal,East,23.519937,87.302061,1
MOK,Central,Bidar,Bidar,Karnataka,South,17.925406,77.529311,1
PPK,South,Davanagere,Davanagere,Karnataka,South,14.44743,75.921929,1
PAJ,GS Road,Guwahati,Kamrup Metro,Assam,Northeast,26.137141,91.751169,1
MSI,East,Kollam,Kollam,Kerala,South,8.894094,76.602922,1
JJS,South,Pathankot,Pathankot,Punjab,North,32.255668,75.653416,1
AKE,VV Mohalla,Mysuru,Mysuru,Karnataka,South,12.308218,76.637495,1
NFC,East,Srinagar,Srinagar,Jammu and Kashmir,North,34.076015,74.792536,1
KCB,East,Durgapur,Paschim Bardhaman,West Bengal,East,23.520177,87.301313,1
ESO,South,Roorkee,Haridwar,Uttarakhand,North,29.836788,77.888093,1
PPV,North,Anantapur,Anantapur,Andhra Pradesh,South,14.68357,77.614284,1
NXB,East,Saharanpur,Saharanpur,Uttar Pradesh,North,29.969449,77.544281,1
MVL,East,Loni,Ghaziabad,Uttar Pradesh,North,28.739055,77.277141,1
PRF,North,Aizawl,Aizawl,Mizoram,Northeast,23.725332,92.73232,1
AGM,East,Dibrugarh,Dibrugarh,Assam,Northeast,27.470903,94.901229,1
BPF,Central,Durgapur,Paschim Bardhaman,West Bengal,East,23.532848,87.310673,1
IWS,South,Dhule,Dhule,Maharashtra,West,20.887654,74.775394,1
QUT,North,Rohtak,Rohtak,Haryana,North,28.89614,76.620755,1
TZT,East,Agartala,West Tripura,Tripura,Northeast,23.833431,91.277851,1
LFD,North,Margao,South Goa,Goa,West,15.285007,73.999063,1
PKG,East,Durgapur,Paschim Bardhaman,West Bengal,East,23.520116,87.300023,1
UPB,Vijayanagar,Mysuru,Mysuru,Karnataka,South,12.278553,76.64065,1
BDH,Peelamedu,Coimbatore,Coimbatore,Tamil Nadu,South,11.006678,76.972653,1
FRD,South,Gangtok,East Sikkim,Sikkim,Northeast,27.321215,88.606373,1
QSH,North,Nanded,Nanded,Maharashtra,West,19.13835,77.334982,1
FYH,North,Nellore,Nellore,Andhra Pradesh,South,14.442276,80.00124,1
TOY,West,Agra,Agra,Uttar Pradesh,North,27.180546,77.993782,1
ZMA,South,Rajahmundry,East Godavari,Andhra Pradesh,South,16.98094,81.803874,1
WWN,South,Durgapur,Paschim Bardhaman,West Bengal,East,23.502778,87.313023,1
CXR,West,Agra,Agra,Uttar Pradesh,North,27.179465,77.993619,1
YJS,North,Dhule,Dhule,Maharashtra,West,20.903591,74.789849,1
LPX,North,Amritsar,Amritsar,Punjab,North,31.637426,74.88567,1
RIL,North,Karnal,Karnal,Haryana,North,29.687175,77.005156,1
EBT,North,Jamshedpur,East Singhbhum,Jharkhand,East,22.807966,86.216051,1
MUR,C-Scheme,Jaipur,Jaipur,Rajasthan,North,26.92303,75.788579,1
MPX,East,Amritsar,Amritsar,Punjab,North,31.625699,74.865854,1
BIG,East,Dehradun,Dehradun,Uttarakhand,North,30.308969,78.027235,1
KIC,North,Dhule,Dhule,Maharashtra,West,20.906111,74.788704,1
XWZ,VV Mohalla,Mysuru,Mysuru,Karnataka,South,12.307191,76.638554,1
MMX,Singanallur,Coimbatore,Coimbatore,Tamil Nadu,South,11.008,76.954129,1
BNJ,North,Agartala,West Tripura,Tripura,Northeast,23.831852,91.302197,1
NMX,Central,Rajkot,Rajkot,Gujarat,West,22.316089,70.8011,1
PLG,Central,Durgapur,Paschim Bardhaman,West Bengal,East,23.533103,87.313729,1
LBZ,Wakad,Pune,Pune,Maharashtra,West,18.503069,73.857001,1
MUO,Central,Loni,Ghaziabad,Uttar Pradesh,North,28.750968,77.290032,1
ABI,East,Tinsukia,Tinsukia,Assam,Northeast,27.487898,95.350854,1
AKN,North,Kohima,Kohima,Nagaland,Northeast,25.67339,94.123195,1
SRP,North,Agartala,West Tripura,Tripura,Northeast,23.831533,91.302274,1
NDC,Central,Ratnagiri,Ratnagiri,Maharashtra,West,17.003815,73.300926,1
SBY,North,Meerut,Meerut,Uttar Pradesh,North,28.988098,77.720074,1
RLW,South,Agartala,West Tripura,Tripura,Northeast,23.815076,91.285671,1
EWN,North,Rajahmundry,East Godavari,Andhra Pradesh,South,17.001297,81.818536,1
XRU,North,Bhuj,Kutch,Gujarat,West,23.252725,69.681997,1
KWW,Central,Kurnool,Kurnool,Andhra Pradesh,South,15.838105,78.037618,1
TMU,North,Bilaspur,Bilaspur,Chhattisgarh,Central,22.081049,82.154484,1
UGR,East,Karnal,Karnal,Haryana,North,29.684652,76.977758,1
CNE,South,Avadi,Tiruvallur,Tamil Nadu,South,13.097252,80.109705,1
VWD,South,Ulhasnagar,Thane,Maharashtra,West,19.20294,73.165883,1
ELL,South,Bilaspur,Bilaspur,Chhattisgarh,Central,22.062593,82.137121,1
CWG,Sushant Lok,Gurgaon,Gurugram,Haryana,North,28.453242,77.013641,1
BFF,Ramavarappadu,Vijayawada,Krishna,Andhra Pradesh,South,16.499472,80.634682,1
OBF,Central,Durgapur,Paschim Bardhaman,West Bengal,East,23.529981,87.31138,1
XUU,South,Amritsar,Amritsar,Punjab,North,31.620934,74.88245,1
XNJ,Central,Bokaro Steel City,Bokaro,Jharkhand,East,23.680732,86.150535,1
CCR,Central,Jabalpur,Jabalpur,Madhya Pradesh,Central,23.192102,79.985132,1
DJF,AB Road,Indore,Indore,Madhya Pradesh,Central,22.728406,75.843524,1
NDW,South,Dehradun,Dehradun,Uttarakhand,North,30.30365,78.043486,1
MDN,Central,Durgapur,Paschim Bardhaman,West Bengal,East,23.530307,87.313819,1
TFT,Colaba,Mumbai,Mumbai,Maharashtra,West,19.067809,72.871554,1
CCJ,East,Durgapur,Paschim Bardhaman,West Bengal,East,23.519906,87.299203,1
LAN,Akota,Vadodara,Vadodara,Gujarat,West,22.30013,73.16983,1
VKM,North,Gaya,Gaya,Bihar,East,24.792856,85.013061,1
LPH,Central,Rajahmundry,East Godavari,Andhra Pradesh,South,17.010816,81.804623,1
ARD,Aminabad,Lucknow,Lucknow,Uttar Pradesh,North,26.831676,80.944596,1
FET,North,Durgapur,Paschim Bardhaman,West Bengal,East,23.518938,87.32605,1
LKF,Central,Gaya,Gaya,Bihar,East,24.801362,85.001143,1
PJN,Central,Dhule,Dhule,Maharashtra,West,20.913994,74.776532,1
MGL,North,Agartala,West Tripura,Tripura,Northeast,23.832885,91.300587,1
PDN,South,Kalyan,Thane,Maharashtra,West,19.229352,73.145293,1
CIU,East,Agartala,West Tripura,Tripura,Northeast,23.831852,91.275969,1
ZSN,North,Anantapur,Anantapur,Andhra Pradesh,South,14.682065,77.615729,1
IGG,West,Agra,Agra,Uttar Pradesh,North,27.182704,77.992598,1
RNW,South,Gwalior,Gwalior,Madhya Pradesh,Central,26.202863,78.193573,1
ECW,South,Ambala,Ambala,Haryana,North,30.359534,76.77724,1
YNE,East,Mathura,Mathura,Uttar Pradesh,North,27.493887,77.663945,1
TXS,North,Loni,Ghaziabad,Uttar Pradesh,North,28.740901,77.303876,1
NAF,East,Ahmednagar,Ahmednagar,Maharashtra,West,19.096752,74.736266,1
QFP,East,Pathankot,Pathankot,Punjab,North,32.275129,75.641415,1
KSU,South,Dibrugarh,Dibrugarh,Assam,Northeast,27.455788,94.913187,1
GLD,North,Panipat,Panipat,Haryana,North,29.390402,76.97693,1
ITK,South,Moradabad,Moradabad,Uttar Pradesh,North,28.822465,78.777225,1
PWV,North,Jalandhar,Jalandhar,Punjab,North,31.325375,75.590868,1
TQE,South,Karnal,Karnal,Haryana,North,29.667452,76.990235,1
BBL,North,Durgapur,Paschim Bardhaman,West Bengal,East,23.521804,87.324356,1
AGH,North,Durgapur,Paschim Bardhaman,West Bengal,East,23.5191,87.326585,1
HIM,South,Gaya,Gaya,Bihar,East,24.773852,84.998442,1
RLM,Bariatu,Ranchi,Ranchi,Jharkhand,East,23.337036,85.296737,1
SRW,North,Sambalpur,Sambalpur,Odisha,East,21.466627,83.991519,1
WPT,East,Jalandhar,Jalandhar,Punjab,North,31.325288,75.563603,1
TGI,East,Karaikudi,Sivaganga,Tamil Nadu,South,10.07355,78.764002,1
CAI,North,Durgapur,Paschim Bardhaman,West Bengal,East,23.521478,87.327161,1
TAG,South,Kohima,Kohima,Nagaland,Northeast,25.654712,94.10937,1
QIT,RS Puram,Coimbatore,Coimbatore,Tamil Nadu,South,11.02757,76.95601,1
SVC,North,Agartala,West Tripura,Tripura,Northeast,23.832977,91.29948,1
BOA,East,Durgapur,Paschim Bardhaman,West Bengal,East,23.518984,87.30169,1
DWW,South,Gorakhpur,Gorakhpur,Uttar Pradesh,North,26.744307,83.374779,1
HOF,Central,Port Blair,Cuddalore,Tamil Nadu,South,11.757055,79.772611,1
QSI,North,Nanded,Nanded,Maharashtra,West,19.13635,77.33445,1
ITN,East,Latur,Latur,Maharashtra,West,18.408092,76.548229,1
RWA,North,Durgapur,Paschim Bardhaman,West Bengal,East,23.520021,87.32731,1
DID,North,Loni,Ghaziabad,Uttar Pradesh,North,28.74187,77.304737,1
ZDJ,East,Kohima,Kohima,Nagaland,Northeast,25.676662,94.099605,1
ZZV,Town,Tirunelveli,Tirunelveli,Tamil Nadu,South,8.725355,77.758303,1
ZDF,East,Ahmednagar,Ahmednagar,Maharashtra,West,19.096451,74.735799,1
STV,Central,Durgapur,Paschim Bardhaman,West Bengal,East,23.529539,87.310912,1
ZON,South,Agra,Agra,Uttar Pradesh,North,27.161273,78.019217,1
SVB,Central,Jalandhar,Jalandhar,Punjab,North,31.338756,75.577116,1
VHK,Five Roads,Salem,Salem,Tamil Nadu,South,11.673186,78.146553,1
GTE,South,Gwalior,Gwalior,Madhya Pradesh,Central,26.202238,78.193415,1
QMI,North,Rajahmundry,East Godavari,Andhra Pradesh,South,16.998634,81.819392,1
AGI,North,Anantapur,Anantapur,Andhra Pradesh,South,14.681965,77.614472,1
WVA,South,Jalgaon,Jalgaon,Maharashtra,West,20.98878,75.562761,1
PLQ,C-Scheme,Jaipur,Jaipur,Rajasthan,North,26.924115,75.787878,1
GZZ,Vellayambalam,Thiruvananthapuram,Thiruvananthapuram,Kerala,South,8.515043,76.953134,1
NQU,Central,Margao,South Goa,Goa,West,15.293323,73.986764,1
HJN,Central,Kurnool,Kurnool,Andhra Pradesh,South,15.837165,78.037959,1
MVR,Central,Thrissur,Thrissur,Kerala,South,10.538365,76.213859,1
GAZ,East,Bilaspur,Bilaspur,Chhattisgarh,Central,22.080657,82.127783,1
SHF,Ramavarappadu,Vijayawada,Krishna,Andhra Pradesh,South,16.498512,80.636182,1
JNO,South,Dhule,Dhule,Maharashtra,West,20.884712,74.775306,1
DTJ,North,Bhavnagar,Bhavnagar,Gujarat,West,21.765201,72.16567,1
EWI,South,Dhule,Dhule,Maharashtra,West,20.888035,74.773428,1
NEK,RS Puram,Coimbatore,Coimbatore,Tamil Nadu,South,11.025643,76.957799,1
KKR,North,Jabalpur,Jabalpur,Madhya Pradesh,Central,23.185327,80.001879,1
XKE,Sadar,Nagpur,Nagpur,Maharashtra,West,21.158537,79.090012,1
URN,Central,Kohima,Kohima,Nagaland,Northeast,25.687428,94.107558,1
SNX,South,Maheshtala,South 24 Parganas,West Bengal,East,22.49314,88.24642,1
SUB,Central,Durgapur,Paschim Bardhaman,West Bengal,East,23.529694,87.31142,1
USP,South,Rajahmundry,East Godavari,Andhra Pradesh,South,16.982992,81.805349,1
CPH,Naupada,Thane,Thane,Maharashtra,West,19.2251,72.992394,1
GHG,North,Imphal,Imphal West,Manipur,Northeast,24.818312,93.952364,1
FBE,East,Nellore,Nellore,Andhra Pradesh,South,14.441512,79.974805,1
